ticker,name,as_of,sector,is_held,rank,execution_continuity,execution_rationale,pension_flow_score,pension_rationale,investment_purpose_flag,investment_purpose_rationale,policy_dependency_flag,policy_dependency_rationale,cecs_computed,scored_by,scored_at,status,notes,execution_sources,pension_sources,investment_purpose_sources,ai_suggested_at,ai_report_name,ai_approved_at
402340,SK스퀘어,2026-07-16,기타금융,False,11,0.68,"2026년 비과세 현금배당 2,000억원 + 자사주 매입 1,100억원 등 총 3,100억원 주주환원 계획(2023년 이후 누적 7,100억원). 2028년까지 NAV 할인율 30% 이하, PBR 1배 이상 목표.

출처:
[SK스퀘어 주주환원 - 공식 IR](https://www.sksquare.com/kor/ir/return.do)
[SK스퀘어, 하이닉스 배당·자사주 수혜 목표가 187만원 - 뉴스핌](https://www.newspim.com/news/view/20260618000069)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: SK스퀘어(402340) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.65,"SK하이닉스 배당수입 유입 확대(2026년 9,900억원→2027년 1.7조원 추정)가 환원 재원 확대로 이어지는 지주형 밸류업 구조. NAV 할인율 축소가 핵심 논리이나 목표 달성은 미확정.

출처:
[SK㈜ 주가상승동력 뺏어간 SK스퀘어 - 인베스트조선](https://www.investchosun.com/site/data/html_dir/2026/05/21/2026052180171.html)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,54.20,operator,2026-07-17,final,,"[SK스퀘어 주주환원 - 공식 IR](https://www.sksquare.com/kor/ir/return.do)
[SK스퀘어, 하이닉스 배당·자사주 수혜 목표가 187만원 - 뉴스핌](https://www.newspim.com/news/view/20260618000069)",확인 불가,[SK㈜ 주가상승동력 뺏어간 SK스퀘어 - 인베스트조선](https://www.investchosun.com/site/data/html_dir/2026/05/21/2026052180171.html),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
005935,삼성전자우,2026-07-16,전기·전자,False,12,0.70,"삼성전자 본체와 동일한 3개년(2024~2026) FCF 50% 환원·분기배당 정책 적용. 2026.3.30 기준 주당 372원, 6.29 기준 주당 1,694.75원 배당 예정 등 배당 스케줄 명확.

출처:
[삼성전자우 2026년 배당 - stockevents.app](https://stockevents.app/en/stock/005935.KQ/dividends)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 삼성전자우(005935) 국민연금 대량보유상황보고서 DART 2026; 우선주 특성상 국민연금 지분 데이터 별도 확인 안됨(보통주 지분 데이터와 혼동 주의).

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 삼성전자우(005935) 밸류업 프로그램 편입 목적 IR 자료; 보통주 대비 배당 프리미엄(우선주 배당수익률 5.8~10.1% vs 보통주 3.7~6.5%, 이전 검색) 매력 있으나 삼성전자 본체와 동일한 특별배당 불확실성을 공유 — 우선주 디스카운트 해소 여부가 밸류업 포인트.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,50.50,operator,2026-07-17,final,,[삼성전자우 2026년 배당 - stockevents.app](https://stockevents.app/en/stock/005935.KQ/dividends),확인 불가,확인 불가,2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
055550,신한지주,2026-07-16,은행/금융지주,False,13,0.85,"'신한 밸류업 2.0' 공시. 기존 목표(ROE 10%, 주주환원율 50%, 자사주 5,000만주 이상 매입·소각, 2027년까지)를 지난해 주주환원율 50.2%로 조기 달성. 2026.1분기 DPS 740원(전년비 증가), 3년간 비과세 배당 실시, 7월까지 7,000억원 자사주 취득 진행 중.

출처:
[신한지주, 배당 10% 늘리고 환원율 50% 넘긴다 - 네이트뉴스](https://news.nate.com/view/20260427n08117)
[자사주 2.3조 소각·환원율 50% 금융지주들 - 머니투데이](https://www.mt.co.kr/finance/2026/04/26/2026042611244947565)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 신한지주(055550) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.80,"목표를 조기 달성하고 상향된 신규 목표(밸류업 2.0)를 제시한 점에서 금융지주 밸류업 섹터 내 실행력·목적 부합도가 높은 편. 단, '자기주식 의무소각' 신규 규제 도입시 고배당 요건과 상충 우려(딜사이트 기사)가 리스크 요인.

출처:
[고배당 공시 혼란 - 자사주 소각하면 고배당 리그 탈락 - 딜사이트](https://dealsite.co.kr/articles/160657/089059)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,65.50,operator,2026-07-17,final,,"[신한지주, 배당 10% 늘리고 환원율 50% 넘긴다 - 네이트뉴스](https://news.nate.com/view/20260427n08117)
[자사주 2.3조 소각·환원율 50% 금융지주들 - 머니투데이](https://www.mt.co.kr/finance/2026/04/26/2026042611244947565)",확인 불가,[고배당 공시 혼란 - 자사주 소각하면 고배당 리그 탈락 - 딜사이트](https://dealsite.co.kr/articles/160657/089059),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
069960,현대백화점,2026-07-16,유통,False,14,0.72,"그룹 차원 13개 상장 계열사 자사주 약 3,500억원 전량 소각(현대백화점 4월 106.3901만주 소각 포함). 2026년까지 최소 주당배당 1,000원→1,300원 상향 + 반기배당 도입.

출처:
[현대백화점그룹, 상장 계열사 자사주 3500억 전량 소각 - 이포커스](https://www.e-focus.co.kr/news/articleView.html?idxno=3002426)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 현대백화점(069960) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.55,"자사주 소각으로 지주사(현대지에프홀딩스) 지분율이 41.34%→43.79%로 확대 — 오너 일가·지주사 지배력 강화 효과가 동반되는 구조로, 순수 소수주주 가치제고 목적만으로 보기는 애매함. 유통업 업황 부진은 리스크.

출처:
[현대백화점 최대주주 지분 43.79%로 확대 - 이포커스](https://www.e-focus.co.kr/news/articleView.html?idxno=3002456)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,52.80,operator,2026-07-17,final,,"[현대백화점그룹, 상장 계열사 자사주 3500억 전량 소각 - 이포커스](https://www.e-focus.co.kr/news/articleView.html?idxno=3002426)",확인 불가,[현대백화점 최대주주 지분 43.79%로 확대 - 이포커스](https://www.e-focus.co.kr/news/articleView.html?idxno=3002456),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
024110,기업은행,2026-07-16,은행,False,15,0.60,"2025 회계연도 DPS 1,048원(시가배당률 4.2%), 배당총액 8,357억원, 별도기준 배당성향 35%. 분기배당은 상반기 도입 어려우나 연내 시행 방침 — 실행이 계획 단계.

출처:
[기업은행, 분기배당 이르면 올해부터 - 더벨](https://www.thebell.co.kr/front/newsview.asp?key=202603101113192440105041)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 기업은행(024110) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음. 다만 기업은행은 정부(기획재정부)가 최대주주인 국책은행 특성상 연기금과는 별개의 지분 구조.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.65,"정부 자본시장 선진화 정책·MSCI 선진국지수 편입 기대감과 맞물려 은행주 전반 밸류업 수혜 섹터로 분류(9개 은행주 밸류업 핵심 수혜 기사). 다만 국책은행 특성상 배당성향에 정책적 제약 가능성.

출처:
[2026 은행주 9개 종목 코리아 밸류업 정책 핵심 수혜](https://finance.thesmileinfo.com/2026/05/2026-9.html)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,51.00,operator,2026-07-17,final,,"[기업은행, 분기배당 이르면 올해부터 - 더벨](https://www.thebell.co.kr/front/newsview.asp?key=202603101113192440105041)",확인 불가,[2026 은행주 9개 종목 코리아 밸류업 정책 핵심 수혜](https://finance.thesmileinfo.com/2026/05/2026-9.html),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
034730,SK,2026-07-16,기타금융,False,16,0.82,"FY24~26 주주환원정책: 보통주 연간 최소배당 5,000원 + 시가총액 1~2% 규모 자사주 매입·소각/추가배당. 2026.3.10 이사회에서 발행주식총수 20.1%(1,469.4388만주) 소각 결의(소각예정일 2027.1.4) — 대규모 소각 확정.

출처:
[SK, 자기주식 20.1% 소각 결의 - SK주식회사 공시](https://www.sk-inc.com/kr/ir/disclosureView.aspx?seq=858)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: SK(034730) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.78,"20.1% 대규모 자사주 소각 확정은 지주사 밸류업 중 실행 강도가 가장 높은 축에 속함. 배당소득 분리과세·상법개정 통과 기대와 맞물려 지주사 리레이팅 논리의 핵심 사례로 평가.

출처:
[지주회사 리레이팅 2026년에도 계속 - 이데일리](https://marketin.edaily.co.kr/News/ReadE?newsId=02335366645318048)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,63.70,operator,2026-07-17,final,,"[SK, 자기주식 20.1% 소각 결의 - SK주식회사 공시](https://www.sk-inc.com/kr/ir/disclosureView.aspx?seq=858)",확인 불가,[지주회사 리레이팅 2026년에도 계속 - 이데일리](https://marketin.edaily.co.kr/News/ReadE?newsId=02335366645318048),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
032830,삼성생명,2026-07-16,보험,False,17,0.35,"2026.6월 기사에서 삼성생명 밸류업 공시가 'F학점' 평가를 받아 하반기 보완책 필요성이 제기됨. 밸류업 공시 일정도 '아직 구체적으로 정해지지 않았다'는 회사측 코멘트 — 실행 지연 명확. 배당은 안정적(주당 5,300원, 배당락 12/29)이나 밸류업 관점에서는 저조.

출처:
['삼전 173조' 쥔 삼성생명…하반기 F학점 밸류업 공시 보완책 - 뉴스웨이](https://www.newsway.co.kr/news/view?ud=2026062611483796754)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 삼성생명(032830) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금의 삼성생명 지분 정보 없음. (참고: 삼성생명 자체는 삼성전자 지분 8.41% 보유 주체로, 2026.3월 금산법 리스크 해소 위해 삼성전자 지분 6,244,658주(약1.3조원) 블록딜 처분)

출처:
[삼성생명, 삼성전자 지분 블록딜 처분 - 뉴스웨이](https://www.newsway.co.kr/news/view?ud=2026062611483796754)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.40,"삼성전자發 특별배당 유입시 주주환원 확대 기대감은 있으나, 이를 어떻게 배분할지(배당 vs 재투자) 전략이 불명확하고 밸류업 공시 자체가 미흡 평가를 받아 목적 부합도가 낮은 편.

출처:
[삼성생명 목표주가 59만원 퀀텀점프 전망 - AI포춘 블로그](https://blog.ai-fortunate.com/2026/06/59.html)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,33.50,operator,2026-07-17,final,,['삼전 173조' 쥔 삼성생명…하반기 F학점 밸류업 공시 보완책 - 뉴스웨이](https://www.newsway.co.kr/news/view?ud=2026062611483796754),"[삼성생명, 삼성전자 지분 블록딜 처분 - 뉴스웨이](https://www.newsway.co.kr/news/view?ud=2026062611483796754)",[삼성생명 목표주가 59만원 퀀텀점프 전망 - AI포춘 블로그](https://blog.ai-fortunate.com/2026/06/59.html),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
316140,우리금융지주,2026-07-16,기타금융,False,18,0.80,"1분기말 CET1 13.6%(역대 최고)로 밸류업 여력 확보. 2026.6월까지 약 2,000억원 자사주 매입·소각 추진(2025년 1,500억원 소각 완료), 취득즉시 전량소각 원칙 일관 적용. 2025 DPS 1,360원, 2026년 전년비 10%↑ 계획.

출처:
[PBR 1배 밸류업 우리금융, 비과세 실질 환원율 50% 가시권 - 블로터](https://v.daum.net/v/GYPv9gGhMc?f=p)
[임종룡號 2기 과제 우리금융지주 50% 환원율 - PRESS9](https://www.press9.kr/news/articleView.html?idxno=78063)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"정확한 지분율 수치는 미확인이나, 자기주식 보유·처분 계획 승인 안건에서 국민연금 및 국내외 의결권 자문사가 강한 반대 의견을 표명한 사실 확인 — 연기금이 지배구조 사안에 적극 개입 중.

출처:
[자기주식 의무소각에 따른 대응 - 신김앤장 뉴스레터](https://www.shinkim.com/kor/media/newsletter/3236)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.78,"ROE 10%·CET1 13%·주주환원율 50% 목표를 CET1 기준 이미 초과 달성, 취득즉시소각 원칙으로 실행 신뢰도 높음 — 금융지주 밸류업 섹터 내 상위권으로 판단.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,62.90,operator,2026-07-17,final,,"[PBR 1배 밸류업 우리금융, 비과세 실질 환원율 50% 가시권 - 블로터](https://v.daum.net/v/GYPv9gGhMc?f=p)
[임종룡號 2기 과제 우리금융지주 50% 환원율 - PRESS9](https://www.press9.kr/news/articleView.html?idxno=78063)",[자기주식 의무소각에 따른 대응 - 신김앤장 뉴스레터](https://www.shinkim.com/kor/media/newsletter/3236),확인 불가,2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
138930,BNK금융지주,2026-07-16,은행/금융지주,False,19,0.50,"확인 불가; 검색 키워드: BNK금융지주(138930) 자사주 소각 완료 공시 배당성향 2026; 구체적 자사주 소각·배당성향 수치는 검색에서 확인 안됨. 배당수익률 3.69%, PBR 1.06배로 지방금융지주 중 밸류에이션 매력 언급 수준.

출처:
[은행주 강세 - CBC뉴스](https://www.cbci.co.kr/news/articleView.html?idxno=583932)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: BNK금융지주(138930) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.55,"지방금융지주(BNK·JB·iM)는 고배당수익률 강점으로 '코리아 밸류업' 핵심 수혜 은행주 9선에 포함되나, 시중은행 대비 자본비율·성장성 열위로 실행력은 상대적으로 낮게 평가.

출처:
[2026 은행주 9개 종목 코리아 밸류업 정책 핵심 수혜](https://finance.thesmileinfo.com/2026/05/2026-9.html)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,44.00,operator,2026-07-17,final,,[은행주 강세 - CBC뉴스](https://www.cbci.co.kr/news/articleView.html?idxno=583932),확인 불가,[2026 은행주 9개 종목 코리아 밸류업 정책 핵심 수혜](https://finance.thesmileinfo.com/2026/05/2026-9.html),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
029780,삼성카드,2026-07-16,기타금융,False,20,0.50,"중장기 주주환원율 50% 목표 제시했으나 구체적 목표시점 미제시로 '성에 차지 않는다'는 시장 반응. 배당총액 2,988억원, 배당성향 46% 유지하나 자사주는 소각하지 않는 방식(7.9% 보유 유지) 선택 — 밸류업 프로그램 핵심 요소인 소각 실행이 빠짐.

출처:
[삼성카드, 高배당 전략에도 주가 제자리…환원 방식 한계 - 다음](https://v.daum.net/v/20260405114959165)
[삼성금융 기업가치 제고 공시 제각각…주주는 뾰로통 - 다음](https://v.daum.net/v/20260324110901575)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 삼성카드(029780) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.45,"고배당성향(46%)은 매력적이나 자사주 미소각 + 목표시점 불명확으로 밸류업 프로그램 취지(PBR 개선) 부합도는 삼성금융계열 내에서도 낮은 편으로 평가됨(삼성생명과 유사한 삼성그룹 금융계열 밸류업 공시 미흡 이슈 공유).

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,41.00,operator,2026-07-17,final,,"[삼성카드, 高배당 전략에도 주가 제자리…환원 방식 한계 - 다음](https://v.daum.net/v/20260405114959165)
[삼성금융 기업가치 제고 공시 제각각…주주는 뾰로통 - 다음](https://v.daum.net/v/20260324110901575)",확인 불가,확인 불가,2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
005380,현대차,2026-07-16,운송장비·부품,False,21,0.85,"2025~2027년 3개년 평균 ROE 11~12%, TSR 35%↑ 목표. 3년간 최대 4조원 자사주 매입·소각(2024.8 밸류업 프로그램 발표) 진행 중이며 2026년 중 약 4,000억원 추가 매입분 전량 소각 예정. 연결 지배주주 순이익 25%↑ 배당 + 최소배당 1만원 도입, 2025년부터 분기배당 2,500원.

출처:
[현대차, 4조 자사주 매입·소각 승부수 - 한경매거진](https://magazine.hankyung.com/business/article/202601215036b)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 현대차(005380) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.70,"대형 완성차업체 중 가장 구체적·확정적인 4조원 규모 소각 계획으로 실행력은 높으나, '정의선 승계'와 주주환원 정책이 함께 거론되는 기사가 있어 지배구조 개편 목적이 일부 혼재될 가능성 — 순수 밸류업 목적만은 아닐 수 있음에 유의.

출처:
[현대차·기아 주주환원…정의선 승계 함께 해결? - 한국금융신문](https://www.fntimes.com/html/view.php?ud=202604190640507562dd55077bc2_18)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,62.50,operator,2026-07-17,final,,"[현대차, 4조 자사주 매입·소각 승부수 - 한경매거진](https://magazine.hankyung.com/business/article/202601215036b)",확인 불가,[현대차·기아 주주환원…정의선 승계 함께 해결? - 한국금융신문](https://www.fntimes.com/html/view.php?ud=202604190640507562dd55077bc2_18),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
086790,하나금융지주,2026-07-16,은행/금융지주,False,22,0.75,"2026.1분기 분기배당 1,145원(전년동기 906원 대비 +26.4%) + 2,000억원 규모 자사주 매입·소각 결정. 1분기 영업이익 1.21조원 기반 2분기 이후 추가 밸류업 계획 발표 예정.

출처:
[하나금융, 자사주 소각 이어 추가 밸류업 계획 - 아시아경제](https://www.asiae.co.kr/en/article/2026031019354406006)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 하나금융지주(086790) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.72,"현금배당 비중 점진 확대 방침과 실적 기반 환원 확대가 병행되어 금융지주 밸류업 섹터 내 견조한 실행 사례. 2분기 이후 추가 계획 발표 예정이라 현시점 평가는 잠정적.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,59.10,operator,2026-07-17,final,,"[하나금융, 자사주 소각 이어 추가 밸류업 계획 - 아시아경제](https://www.asiae.co.kr/en/article/2026031019354406006)",확인 불가,확인 불가,2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
009150,삼성전기,2026-07-16,전기·전자,False,23,0.55,"배당성향 20% 이상 유지 방침, 배당금 총액 전년비 +30.5%(1,777억원)로 증가했으나 자사주 매입·소각 관련 2026년 구체 계획은 검색에서 확인 안됨. AI·모빌리티·휴머노이드 등 고부가 사업 포트폴리오 강화가 배당재원 확보 논리.

출처:
[삼성전기 주주현황 - 공식 IR](https://samsungsem.com/kr/about-us/investor-relations/shareholder.do)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 삼성전기(009150) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 삼성전기(009150) 밸류업 프로그램 편입 목적 IR 자료; 삼성그룹 밸류업 공시가 '성장·배당 투트랙'으로 진행 중이라는 언급은 있으나 삼성전기 개별 밸류업 목적 근거는 불충분 — 성장주 성격이 강해 이 바스켓(저PBR 밸류업)과의 부합도 재검토 필요.

출처:
[삼성그룹 밸류업 공시…삼성전자 필두 성장·배당 투트랙 - 다음](https://v.daum.net/v/20260320060229914)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,44.50,operator,2026-07-17,final,,[삼성전기 주주현황 - 공식 IR](https://samsungsem.com/kr/about-us/investor-relations/shareholder.do),확인 불가,[삼성그룹 밸류업 공시…삼성전자 필두 성장·배당 투트랙 - 다음](https://v.daum.net/v/20260320060229914),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
028260,삼성물산,2026-07-16,유통,False,24,0.88,"2026~2028년 관계사 배당수익 60~70% 재배당, 최소 주당배당 2,000원→2,500원 상향. 2024.2 발표한 5년간 발행주식 13.2%(약3조원) 자사주 전량 분할소각 계획 중 이미 7,676억원 소각 완료, 2025·2026년 각 780.7563만주 추가 소각 예정 — 진행률 높고 구체적.

출처:
[삼성물산, 밸류업 현주소 - 건설 1호 자사주 소각 - 이비토마토](https://www.ibtomato.com/Mobile/mView.aspx?no=12854)
[삼성물산, 삼성전자 FCF 증가에 주주환원 확대 전망 - CEOSCOREDAILY](https://m.ceoscoredaily.com/page/view/2026070917092873625)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: 삼성물산(028260) 국민연금 대량보유상황보고서 DART 2026; 국민연금 개별 지분율은 미확인이나 2025.6.30 기준 주주구성(최대주주 및 특수관계인 36%, 자사주 5%, 국내기관 14%, 외국인 26%, 개인 등 19%) 중 국내기관 14%에 포함될 것으로 추정 — 연기금 단독 수치는 아님.

출처:
[삼성물산 지분가치는 상승, 주주환원은 확대 - SK증권](https://file.alphasquare.co.kr/media/pdfs/market-report/%EC%82%BC%EC%84%B1%EB%AC%BC%EC%82%B0%EC%A7%80%EB%B6%84%EA%B0%80%EC%B9%98%EB%8A%9420260604SK%EC%A6%9D%EA%B6%8C.pdf)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.82,"5년 계획 대비 진행률이 확인되고 삼성전자 FCF 증가에 따른 관계사 배당수익 재배당 구조가 명확해, 지주형 밸류업 종목 중 실행·목적 부합도가 높은 편.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,67.30,operator,2026-07-17,final,,"[삼성물산, 밸류업 현주소 - 건설 1호 자사주 소각 - 이비토마토](https://www.ibtomato.com/Mobile/mView.aspx?no=12854)
[삼성물산, 삼성전자 FCF 증가에 주주환원 확대 전망 - CEOSCOREDAILY](https://m.ceoscoredaily.com/page/view/2026070917092873625)","[삼성물산 지분가치는 상승, 주주환원은 확대 - SK증권](https://file.alphasquare.co.kr/media/pdfs/market-report/%EC%82%BC%EC%84%B1%EB%AC%BC%EC%82%B0%EC%A7%80%EB%B6%84%EA%B0%80%EC%B9%98%EB%8A%9420260604SK%EC%A6%9D%EA%B6%8C.pdf)",확인 불가,2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
105560,KB금융,2026-07-16,은행/금융지주,False,25,0.90,"CET1 13.0%(연말)/13.5%(반기) 초과분을 배당·자사주 재원으로 활용하는 명확한 산식 채택. 2026년까지 분기배당 체제 확립, 발행주식 3.8%(1,426만주) 단일 소각으로 업계 역대 최대(2.3조원) 규모 소각 실행. 2026년 1차 환원 2.82조원(현금배당 1.62조원+자사주취득 1.2조원).

출처:
[KB금융, 1조2천억원 규모 자사주 861만주 소각 - 파이낸셜신문](https://www.efnews.co.kr/news/articleView.html?idxno=126951)
[KB금융, 주주환원 2.82조 국민 배당주 전략 - 더밸류뉴스](https://www.thevaluenews.co.kr/news/196800)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: KB금융(105560) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.88,"'주주환원에 상단 없다'는 경영진 방침 재확인 + 역대 최대 규모 단일 소각 실행으로 4대 금융지주 중 밸류업 실행력이 가장 두드러지는 사례로 평가.

출처:
[컨콜 Q&A KB금융 주주환원에 상단 없다 - 더벨](https://m.thebell.co.kr/m/newsview.asp?newskey=202602061444256560109273)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,69.90,operator,2026-07-17,final,,"[KB금융, 1조2천억원 규모 자사주 861만주 소각 - 파이낸셜신문](https://www.efnews.co.kr/news/articleView.html?idxno=126951)
[KB금융, 주주환원 2.82조 국민 배당주 전략 - 더밸류뉴스](https://www.thevaluenews.co.kr/news/196800)",확인 불가,[컨콜 Q&A KB금융 주주환원에 상단 없다 - 더벨](https://m.thebell.co.kr/m/newsview.asp?newskey=202602061444256560109273),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
175330,JB금융지주,2026-07-16,기타금융,False,26,0.70,"장기목표 ROE 15%·주주환원율 50%·환원금액 중 자사주매입소각 비중 40% 설정. 2026년까지 3개년 계획: ROE 13%↑ 유지, 주주환원율 단계적 확대해 2026년 45% 달성, 배당성향 28% 초과분은 자사주 매입·소각으로 전환.

출처:
[JB금융그룹, 기업가치 제고 계획 발표 - 공식 IR](https://www.jbfg.com/ko/prcenter/press/detail/1144.do)

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.50,"확인 불가; 검색 키워드: JB금융지주(175330) 국민연금 대량보유상황보고서 DART 2026; 검색 결과에 국민연금 구체 지분율 정보 없음.

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-17]",0.68,"2026년 총주주환원율 50%↑ 상향 가능성 언급되나 아직 달성 전 단계(45% 목표치). 지방금융지주 중에서는 목표 설정이 가장 구체적·단계적이라는 점에서 상대적으로 양호.

출처:
[코스피 5000시대 금융 배당주 재발견 - 한경매거진](https://magazine.hankyung.com/business/article/202602043359b)

[AI 제안 기반, 사용자 승인일 2026-07-17]",,,55.90,operator,2026-07-17,final,,"[JB금융그룹, 기업가치 제고 계획 발표 - 공식 IR](https://www.jbfg.com/ko/prcenter/press/detail/1144.do)",확인 불가,[코스피 5000시대 금융 배당주 재발견 - 한경매거진](https://magazine.hankyung.com/business/article/202602043359b),2026-07-17,weekly_qual_report_20260717_filled_v3.md,2026-07-17
